dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,opt_C_robust,opt_K_robust,run_time,blackbox_test_acc,blackbox,gower_dist,loss,sparsity
compas,0,42,3,144,3,"[26, 1, 0, 4, 1, 0, 1, 0, 1, 83]",1,1,"[56.29687108349114, 1.0, 0.0, 1.2832699779881245, 1.0, 0.0, 1.0, 0.0, 1.0, 83.0]",0,True,False,64,220.051,0.7725,rf,0.03966413378236693,0.11983206689118348,0.8
compas,0,42,3,144,4,"[26, 1, 0, 4, 1, 0, 1, 0, 1, 83]",1,1,"[58.8418950706414, 1.0, 0.0, 3.478830615143094, 1.0, 0.0, 1.0, 0.0, 1.0, 83.0]",0,True,False,64,222.123,0.7725,rf,0.040572260934419596,0.1202861304672098,0.8
compas,0,42,3,145,0,"[20, 0, 2, 1, 1, 0, 1, 0, 1, 17]",1,1,"[62.81017967241644, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 17.0]",0,True,False,64,210.037,0.7725,rf,0.052207536185873704,0.07610376809293685,0.9
compas,0,42,3,145,1,"[20, 0, 2, 1, 1, 0, 1, 0, 1, 17]",1,1,"[71.45266607327937, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 17.0]",0,True,False,64,210.088,0.7725,rf,0.06274715374790167,0.08137357687395083,0.9
compas,0,42,3,145,2,"[20, 0, 2, 1, 1, 0, 1, 0, 1, 17]",1,1,"[62.06094218315529, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 17.0]",0,True,False,64,209.796,0.7725,rf,0.051293831930677186,0.0756469159653386,0.9
compas,0,42,3,145,3,"[20, 0, 2, 1, 1, 0, 1, 0, 1, 17]",1,1,"[65.57779159944225, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 17.0]",0,True,False,64,209.183,0.7725,rf,0.05558267268224665,0.07779133634112333,0.9
compas,0,42,3,145,4,"[20, 0, 2, 1, 1, 0, 1, 0, 1, 17]",1,1,"[60.133964418010386, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 17.0]",0,True,False,64,211.433,0.7725,rf,0.04894385904635413,0.07447192952317706,0.9
compas,0,42,3,156,0,"[35, 1, 0, 13, 1, 0, 1, 0, 1, 5]",1,1,"[59.49360325086466, 1.0, 0.0, 3.1461646467012523, 1.0, 0.0, 1.0, 0.0, 1.0, 5.0]",0,True,False,64,219.238,0.7725,rf,0.039724083220206874,0.11986204161010344,0.8
compas,0,42,3,156,1,"[35, 1, 0, 13, 1, 0, 1, 0, 1, 5]",1,1,"[56.65944645314443, 1.0, 0.0, 2.492142509223136, 1.0, 0.0, 1.0, 0.0, 1.0, 5.0]",0,True,False,64,217.591,0.7725,rf,0.036921816579977396,0.1184609082899887,0.8
compas,0,42,3,156,2,"[35, 1, 0, 13, 1, 0, 1, 0, 1, 5]",1,1,"[57.639098303872224, 1.0, 0.0, 1.9030042091796902, 1.0, 0.0, 1.0, 0.0, 1.0, 5.0]",0,True,False,64,218.202,0.7725,rf,0.03870565225895717,0.11935282612947859,0.8
compas,0,42,3,156,3,"[35, 1, 0, 13, 1, 0, 1, 0, 1, 5]",1,1,"[59.56631974337068, 1.0, 0.0, 5.242690554363355, 1.0, 0.0, 1.0, 0.0, 1.0, 5.0]",0,True,False,64,218.362,0.7725,rf,0.03771623596194235,0.11885811798097118,0.8
compas,0,42,3,156,4,"[35, 1, 0, 13, 1, 0, 1, 0, 1, 5]",1,1,"[58.6975279027411, 1.0, 0.0, 3.005462245242463, 1.0, 0.0, 1.0, 0.0, 1.0, 5.0]",0,True,False,64,219.382,0.7725,rf,0.03889396202639303,0.11944698101319652,0.8
compas,0,42,3,157,0,"[48, 1, 0, 25, 1, 0, 1, 1, 1, 6]",1,1,"[48.0, 1.0, 0.0, 5.3632516422034175, 1.0, 0.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,64,213.307,0.7725,rf,0.019636748357796587,0.05981837417889829,0.9
compas,0,42,3,157,1,"[48, 1, 0, 25, 1, 0, 1, 1, 1, 6]",1,1,"[48.0, 1.0, 0.0, 5.300961716484806, 1.0, 0.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,64,213.351,0.7725,rf,0.019699038283515196,0.0598495191417576,0.9
compas,0,42,3,157,2,"[48, 1, 0, 25, 1, 0, 1, 1, 1, 6]",1,1,"[48.0, 1.0, 0.0, 5.448694974079002, 1.0, 0.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,64,212.676,0.7725,rf,0.019551305025920996,0.0597756525129605,0.9
compas,0,42,3,157,3,"[48, 1, 0, 25, 1, 0, 1, 1, 1, 6]",1,1,"[48.0, 1.0, 0.0, 5.490864241193575, 1.0, 0.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,64,212.644,0.7725,rf,0.019509135758806428,0.05975456787940322,0.9
compas,0,42,3,157,4,"[48, 1, 0, 25, 1, 0, 1, 1, 1, 6]",1,1,"[48.0, 1.0, 0.0, 5.39098098196045, 1.0, 0.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,64,213.255,0.7725,rf,0.01960901901803955,0.059804509509019776,0.9
compas,0,42,3,167,0,"[23, 1, 0, 6, 1, 0, 1, 0, 1, 135]",1,1,"[57.75931884545663, 1.0, 0.0, 6.0, 1.0, 0.0, 1.0, 0.0, 0.0, 135.0]",0,True,False,64,208.994,0.7725,rf,0.14238941322616663,0.17119470661308334,0.8
compas,0,42,3,167,1,"[23, 1, 0, 6, 1, 0, 1, 0, 1, 135]",1,1,"[60.44652871634304, 1.0, 0.0, 5.295760965914719, 1.0, 0.0, 1.0, 0.0, 1.0, 135.0]",0,True,False,64,209.61,0.7725,rf,0.04637073746864997,0.123185368734325,0.8
compas,0,42,3,167,2,"[23, 1, 0, 6, 1, 0, 1, 0, 1, 135]",1,1,"[60.63431630167182, 1.0, 0.0, 4.9554053262215545, 1.0, 0.0, 1.0, 0.0, 1.0, 135.0]",0,True,False,64,209.726,0.7725,rf,0.046940102358744074,0.12347005117937204,0.8
compas,0,42,3,167,3,"[23, 1, 0, 6, 1, 0, 1, 0, 1, 135]",1,1,"[57.60608859116997, 1.0, 0.0, 6.0, 1.0, 0.0, 1.0, 0.0, 0.0, 135.0]",0,True,False,64,207.78,0.7725,rf,0.1422025470624024,0.1711012735312012,0.8
compas,0,42,3,167,4,"[23, 1, 0, 6, 1, 0, 1, 0, 1, 135]",1,1,"[59.9797392986648, 1.0, 0.0, 4.862631919859653, 1.0, 0.0, 1.0, 0.0, 1.0, 135.0]",0,True,False,64,211.115,0.7725,rf,0.046234611127292546,0.12311730556364628,0.8
compas,0,42,3,175,0,"[26, 1, 0, 5, 1, 0, 1, 0, 1, 3]",1,1,"[59.34009085856035, 1.0, 0.0, 0.6374896834288004, 1.0, 0.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,222.135,0.7725,rf,0.045021157705059434,0.12251057885252972,0.8
compas,0,42,3,175,1,"[26, 1, 0, 5, 1, 0, 1, 0, 1, 3]",1,1,"[59.65692238917435, 1.0, 0.0, 5.4723131881075915, 1.0, 0.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,220.647,0.7725,rf,0.04151734049197875,0.12075867024598938,0.8
compas,0,42,3,175,2,"[26, 1, 0, 5, 1, 0, 1, 0, 1, 3]",1,1,"[59.604605675842194, 1.0, 0.0, 5.021633457360775, 1.0, 0.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,220.956,0.7725,rf,0.04100285989131467,0.12050142994565734,0.8
compas,0,42,3,175,3,"[26, 1, 0, 5, 1, 0, 1, 0, 1, 3]",1,1,"[57.34056192160805, 1.0, 0.0, 2.8044085951187405, 1.0, 0.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,221.41,0.7725,rf,0.04041578887025693,0.12020789443512847,0.8
compas,0,42,3,175,4,"[26, 1, 0, 5, 1, 0, 1, 0, 1, 3]",1,1,"[57.145767483647035, 1.0, 0.0, 2.339252601321931, 1.0, 0.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,222.069,0.7725,rf,0.04064339067141836,0.12032169533570919,0.8
compas,0,42,3,180,0,"[22, 1, 2, 2, 1, 1, 1, 1, 1, 13]",1,0,"[74.18391695214488, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 13.0]",0,True,False,64,206.209,0.7725,rf,0.06363892311237182,0.08181946155618591,0.9
compas,0,42,3,180,1,"[22, 1, 2, 2, 1, 1, 1, 1, 1, 13]",1,0,"[67.90561691708513, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 13.0]",0,True,False,64,204.697,0.7725,rf,0.055982459654981866,0.07799122982749093,0.9
compas,0,42,3,180,2,"[22, 1, 2, 2, 1, 1, 1, 1, 1, 13]",1,0,"[54.741422876165586, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 13.0]",0,True,False,64,204.771,0.7725,rf,0.039928564483128766,0.06996428224156438,0.9
compas,0,42,3,180,3,"[22, 1, 2, 2, 1, 1, 1, 1, 1, 13]",1,0,"[64.84762022040952, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 13.0]",0,True,False,64,205.256,0.7725,rf,0.05225319539074333,0.07612659769537167,0.9
compas,0,42,3,180,4,"[22, 1, 2, 2, 1, 1, 1, 1, 1, 13]",1,0,"[55.52662508896117, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 13.0]",0,True,False,64,205.68,0.7725,rf,0.04088612815726972,0.07044306407863486,0.9
compas,0,42,3,182,0,"[23, 1, 0, 2, 1, 0, 1, 1, 1, 6]",1,1,"[49.88471738319741, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,64,219.455,0.7725,rf,0.03278624071121636,0.06639312035560818,0.9
compas,0,42,3,182,1,"[23, 1, 0, 2, 1, 0, 1, 1, 1, 6]",1,1,"[50.93252456383141, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,64,217.593,0.7725,rf,0.034064054346135866,0.06703202717306794,0.9
compas,0,42,3,182,2,"[23, 1, 0, 2, 1, 0, 1, 1, 1, 6]",1,1,"[58.64369024831434, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,64,217.926,0.7725,rf,0.043467914936968714,0.07173395746848436,0.9
compas,0,42,3,182,3,"[23, 1, 0, 2, 1, 0, 1, 1, 1, 6]",1,1,"[49.80245922780778, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,64,217.773,0.7725,rf,0.032685925887570466,0.06634296294378524,0.9
compas,0,42,3,182,4,"[23, 1, 0, 2, 1, 0, 1, 1, 1, 6]",1,1,"[50.48547945436883, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,64,219.134,0.7725,rf,0.033518877383376625,0.06675943869168832,0.9
compas,0,42,3,183,0,"[51, 1, 0, 17, 0, 1, 0, 0, 0, 0]",1,0,"[51.0, 1.0, 0.0, 12.711685904668258, 0.0, 1.0, 0.0, 0.0, 0.0, 0.14096698833852006]",0,True,False,64,226.148,0.7725,rf,0.004300061344359953,0.10215003067217998,0.8
compas,0,42,3,183,1,"[51, 1, 0, 17, 0, 1, 0, 0, 0, 0]",1,0,"[51.0, 1.0, 0.0, 12.932072919383563, 0.0, 1.0, 0.0, 0.0, 0.0, 0.27606967936781857]",0,True,False,64,222.734,0.7725,rf,0.004090932887230422,0.10204546644361522,0.8
compas,0,42,3,183,2,"[51, 1, 0, 17, 0, 1, 0, 0, 0, 0]",1,0,"[51.0, 1.0, 0.0, 12.459093890644603, 0.0, 1.0, 0.0, 0.0, 0.0, 0.8478364631082647]",0,True,False,64,225.748,0.7725,rf,0.0046115591479477525,0.10230577957397388,0.8
compas,0,42,3,183,3,"[51, 1, 0, 17, 0, 1, 0, 0, 0, 0]",1,0,"[51.0, 1.0, 0.0, 12.949538019882539, 0.0, 1.0, 0.0, 0.0, 0.0, 0.029968518131551214]",0,True,False,64,223.697,0.7725,rf,0.004052959356628424,0.10202647967831421,0.8
compas,0,42,3,183,4,"[51, 1, 0, 17, 0, 1, 0, 0, 0, 0]",1,0,"[51.0, 1.0, 0.0, 12.80912128111152, 0.0, 1.0, 0.0, 0.0, 0.0, 0.4992066507290338]",0,True,False,64,225.851,0.7725,rf,0.0042324792731159005,0.10211623963655796,0.8
compas,0,42,3,187,0,"[56, 1, 0, 8, 106, 0, 0, 0, 0, 72]",1,0,"[56.0, 1.0, 0.0, 2.4915182471995925, 106.0, 0.0, 0.0, 0.0, 0.0, 72.0]",0,True,False,64,211.345,0.7725,rf,0.005508481752800408,0.05275424087640021,0.9
compas,0,42,3,187,1,"[56, 1, 0, 8, 106, 0, 0, 0, 0, 72]",1,0,"[56.0, 1.0, 0.0, 2.4923398279073083, 106.0, 0.0, 0.0, 0.0, 0.0, 72.0]",0,True,False,64,209.461,0.7725,rf,0.005507660172092692,0.05275383008604635,0.9
compas,0,42,3,187,2,"[56, 1, 0, 8, 106, 0, 0, 0, 0, 72]",1,0,"[56.0, 1.0, 0.0, 2.467981389915348, 106.0, 0.0, 0.0, 0.0, 0.0, 72.0]",0,True,False,64,209.605,0.7725,rf,0.005532018610084653,0.05276600930504233,0.9
compas,0,42,3,187,3,"[56, 1, 0, 8, 106, 0, 0, 0, 0, 72]",1,0,"[56.0, 1.0, 0.0, 2.480688363483277, 106.0, 0.0, 0.0, 0.0, 0.0, 72.0]",0,True,False,64,209.575,0.7725,rf,0.005519311636516724,0.052759655818258366,0.9
compas,0,42,3,187,4,"[56, 1, 0, 8, 106, 0, 0, 0, 0, 72]",1,0,"[56.0, 1.0, 0.0, 2.499538285567698, 106.0, 0.0, 0.0, 0.0, 0.0, 72.0]",0,True,False,64,211.165,0.7725,rf,0.005500461714432301,0.052750230857216154,0.9
compas,0,42,3,205,0,"[30, 1, 0, 10, 92, 0, 0, 0, 0, 105]",1,0,"[54.38056791561893, 1.0, 0.0, 3.4813670435753785, 92.0, 0.0, 0.0, 0.0, 0.0, 105.0]",0,True,False,64,215.558,0.7725,rf,0.03625103285352088,0.11812551642676045,0.8
compas,0,42,3,205,1,"[30, 1, 0, 10, 92, 0, 0, 0, 0, 105]",1,0,"[51.88015890319764, 1.0, 0.0, 2.4972040316898827, 92.0, 0.0, 0.0, 0.0, 0.0, 105.0]",0,True,False,64,214.53,0.7725,rf,0.03418591658196578,0.1170929582909829,0.8
compas,0,42,3,205,2,"[30, 1, 0, 10, 92, 0, 0, 0, 0, 105]",1,0,"[51.54816123327777, 1.0, 0.0, 2.486209878117293, 92.0, 0.0, 0.0, 0.0, 0.0, 105.0]",0,True,False,64,214.064,0.7725,rf,0.03379203552831901,0.1168960177641595,0.8
compas,0,42,3,205,3,"[30, 1, 0, 10, 92, 0, 0, 0, 0, 105]",1,0,"[51.82573134820515, 1.0, 0.0, 2.494555229138745, 92.0, 0.0, 0.0, 0.0, 0.0, 105.0]",0,True,False,64,214.549,0.7725,rf,0.03412219031745291,0.11706109515872645,0.8
compas,0,42,3,205,4,"[30, 1, 0, 10, 92, 0, 0, 0, 0, 105]",1,0,"[54.978237981838305, 1.0, 0.0, 3.494294728427999, 92.0, 0.0, 0.0, 0.0, 0.0, 105.0]",0,True,False,64,215.552,0.7725,rf,0.03696697110308213,0.11848348555154106,0.8
compas,0,42,3,207,0,"[43, 1, 0, 9, 1, 0, 1, 1, 1, 0]",1,0,"[43.0, 1.0, 0.0, 4.5751365114527704, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,216.651,0.7725,rf,0.00442486348854723,0.05221243174427362,0.9
compas,0,42,3,207,1,"[43, 1, 0, 9, 1, 0, 1, 1, 1, 0]",1,0,"[43.0, 1.0, 0.0, 4.19822602394383, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,216.993,0.7725,rf,0.00480177397605617,0.05240088698802809,0.9
compas,0,42,3,207,2,"[43, 1, 0, 9, 1, 0, 1, 1, 1, 0]",1,0,"[43.0, 1.0, 0.0, 4.868517989339277, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,216.431,0.7725,rf,0.004131482010660724,0.05206574100533037,0.9
compas,0,42,3,207,3,"[43, 1, 0, 9, 1, 0, 1, 1, 1, 0]",1,0,"[43.0, 1.0, 0.0, 4.715788513757252, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,216.561,0.7725,rf,0.004284211486242749,0.05214210574312138,0.9
compas,0,42,3,207,4,"[43, 1, 0, 9, 1, 0, 1, 1, 1, 0]",1,0,"[43.0, 1.0, 0.0, 5.498222800444516, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,217.571,0.7725,rf,0.003501777199555484,0.05175088859977774,0.9
compas,0,42,3,221,0,"[20, 1, 3, 2, 9, 0, 1, 0, 1, 192]",1,1,"[44.571851383066125, 1.0, 3.0, 2.0, 9.0, 0.0, 1.0, 0.0, 1.0, 192.0]",0,True,False,64,208.703,0.7725,rf,0.029965672418373324,0.06498283620918667,0.9
compas,0,42,3,221,1,"[20, 1, 3, 2, 9, 0, 1, 0, 1, 192]",1,1,"[57.855479351024016, 1.0, 3.0, 2.0, 9.0, 0.0, 1.0, 0.0, 1.0, 192.0]",0,True,False,64,207.208,0.7725,rf,0.046165218720761,0.0730826093603805,0.9
compas,0,42,3,221,2,"[20, 1, 3, 2, 9, 0, 1, 0, 1, 192]",1,1,"[48.581535889053434, 1.0, 3.0, 2.0, 9.0, 0.0, 1.0, 0.0, 1.0, 192.0]",0,True,False,64,207.865,0.7725,rf,0.03485553157201639,0.0674277657860082,0.9
compas,0,42,3,221,3,"[20, 1, 3, 2, 9, 0, 1, 0, 1, 192]",1,1,"[49.847206288033355, 1.0, 3.0, 2.0, 9.0, 0.0, 1.0, 0.0, 1.0, 192.0]",0,True,False,64,207.389,0.7725,rf,0.036399032058577266,0.06819951602928864,0.9
compas,0,42,3,221,4,"[20, 1, 3, 2, 9, 0, 1, 0, 1, 192]",1,1,"[48.98208063603153, 1.0, 3.0, 2.0, 9.0, 0.0, 1.0, 0.0, 1.0, 192.0]",0,True,False,64,208.709,0.7725,rf,0.03534400077564821,0.06767200038782412,0.9
compas,0,42,3,224,0,"[25, 1, 0, 4, 1, 0, 1, 0, 1, 32]",1,0,"[56.73805975252053, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 32.0]",0,True,False,64,214.636,0.7725,rf,0.04270495091770796,0.12135247545885398,0.8
compas,0,42,3,224,1,"[25, 1, 0, 4, 1, 0, 1, 0, 1, 32]",1,0,"[54.455070131365986, 1.0, 0.0, 3.0722086950474847, 1.0, 0.0, 1.0, 0.0, 1.0, 32.0]",0,True,False,64,214.306,0.7725,rf,0.03684860853832567,0.11842430426916284,0.8
compas,0,42,3,224,2,"[25, 1, 0, 4, 1, 0, 1, 0, 1, 32]",1,0,"[57.26071598682216, 1.0, 0.0, 0.5436989609734766, 1.0, 0.0, 1.0, 0.0, 1.0, 32.0]",0,True,False,64,213.547,0.7725,rf,0.042798637608321845,0.12139931880416092,0.8
compas,0,42,3,224,3,"[25, 1, 0, 4, 1, 0, 1, 0, 1, 32]",1,0,"[57.78865661706041, 1.0, 0.0, 1.4883037305836844, 1.0, 0.0, 1.0, 0.0, 1.0, 32.0]",0,True,False,64,213.544,0.7725,rf,0.042497862875587544,0.12124893143779378,0.8
compas,0,42,3,224,4,"[25, 1, 0, 4, 1, 0, 1, 0, 1, 32]",1,0,"[57.93369576925575, 1.0, 0.0, 1.448563725936471, 1.0, 0.0, 1.0, 0.0, 1.0, 32.0]",0,True,False,64,215.216,0.7725,rf,0.04271447989510713,0.12135723994755357,0.8
compas,0,42,3,229,0,"[28, 1, 0, 5, 1, 0, 1, 0, 1, 51]",1,0,"[60.469290775945026, 1.0, 0.0, 5.329902764083643, 1.0, 0.0, 1.0, 0.0, 1.0, 51.0]",0,True,False,64,216.33,0.7725,rf,0.039926598832309285,0.11996329941615465,0.8
compas,0,42,3,229,1,"[28, 1, 0, 5, 1, 0, 1, 0, 1, 51]",1,0,"[53.977776467780494, 1.0, 0.0, 1.0737163666831502, 1.0, 0.0, 1.0, 0.0, 1.0, 51.0]",0,True,False,64,215.28,0.7725,rf,0.03560649883792721,0.11780324941896361,0.8
compas,0,42,3,229,2,"[28, 1, 0, 5, 1, 0, 1, 0, 1, 51]",1,0,"[59.424812296852025, 1.0, 0.0, 3.4864293828103214, 1.0, 0.0, 1.0, 0.0, 1.0, 51.0]",0,True,False,64,215.042,0.7725,rf,0.03983651244261898,0.1199182562213095,0.8
compas,0,42,3,229,3,"[28, 1, 0, 5, 1, 0, 1, 0, 1, 51]",1,0,"[59.932655467152095, 1.0, 0.0, 4.628259996487818, 1.0, 0.0, 1.0, 0.0, 1.0, 51.0]",0,True,False,64,215.812,0.7725,rf,0.039314002768331816,0.1196570013841659,0.8
compas,0,42,3,229,4,"[28, 1, 0, 5, 1, 0, 1, 0, 1, 51]",1,0,"[56.24369989775634, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 51.0]",0,True,False,64,215.644,0.7725,rf,0.03944353646067847,0.11972176823033924,0.8
compas,0,42,3,234,0,"[20, 1, 5, 8, 1, 0, 1, 1, 1, 1]",1,1,"[64.78194111093622, 1.0, 5.0, 8.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,64,198.092,0.7725,rf,0.05461212330601978,0.07730606165300989,0.9
compas,0,42,3,234,1,"[20, 1, 5, 8, 1, 0, 1, 1, 1, 1]",1,1,"[79.99813294368683, 1.0, 5.0, 8.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,64,199.127,0.7725,rf,0.07316845480937419,0.0865842274046871,0.9
compas,0,42,3,234,2,"[20, 1, 5, 8, 1, 0, 1, 1, 1, 1]",1,1,"[74.38829841227073, 1.0, 5.0, 8.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,64,198.317,0.7725,rf,0.066327193185696,0.083163596592848,0.9
compas,0,42,3,234,3,"[20, 1, 5, 8, 1, 0, 1, 1, 1, 1]",1,1,"[63.336590741358954, 1.0, 5.0, 8.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,64,198.15,0.7725,rf,0.052849500904096285,0.07642475045204815,0.9
compas,0,42,3,234,4,"[20, 1, 5, 8, 1, 0, 1, 1, 1, 1]",1,1,"[97.29535703008588, 1.0, 5.0, 8.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,64,198.639,0.7725,rf,0.09426263052449498,0.0971313152622475,0.9
compas,0,42,3,237,0,"[21, 1, 2, 1, 0, 0, 1, 0, 1, 36]",1,1,"[67.25212173055075, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 36.0]",0,True,False,64,212.535,0.7725,rf,0.056405026500671654,0.07820251325033584,0.9
compas,0,42,3,237,1,"[21, 1, 2, 1, 0, 0, 1, 0, 1, 36]",1,1,"[59.64247293839045, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 36.0]",0,True,False,64,212.498,0.7725,rf,0.047124966998037136,0.07356248349901857,0.9
compas,0,42,3,237,2,"[21, 1, 2, 1, 0, 0, 1, 0, 1, 36]",1,1,"[59.652456275683605, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 36.0]",0,True,False,64,213.207,0.7725,rf,0.04713714179961415,0.07356857089980708,0.9
compas,0,42,3,237,3,"[21, 1, 2, 1, 0, 0, 1, 0, 1, 36]",1,1,"[56.35897721440123, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 36.0]",0,True,False,64,213.646,0.7725,rf,0.0431207039200015,0.07156035196000075,0.9
compas,0,42,3,237,4,"[21, 1, 2, 1, 0, 0, 1, 0, 1, 36]",1,1,"[66.20882897326806, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 36.0]",0,True,False,64,214.375,0.7725,rf,0.055132718260082994,0.0775663591300415,0.9
compas,0,42,3,239,0,"[35, 1, 0, 4, 1, 0, 1, 0, 1, 353]",1,1,"[58.39185583991416, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 353.0]",0,True,False,64,211.393,0.7725,rf,0.03252665346330995,0.11626332673165499,0.8
compas,0,42,3,239,1,"[35, 1, 0, 4, 1, 0, 1, 0, 1, 353]",1,1,"[54.19131005873541, 1.0, 0.0, 1.9545300754404442, 1.0, 0.0, 1.0, 0.0, 1.0, 353.0]",0,True,False,64,211.627,0.7725,rf,0.02544950658155396,0.11272475329077698,0.8
compas,0,42,3,239,2,"[35, 1, 0, 4, 1, 0, 1, 0, 1, 353]",1,1,"[53.695919082677335, 1.0, 0.0, 0.9437405336450599, 1.0, 0.0, 1.0, 0.0, 1.0, 353.0]",0,True,False,64,211.693,0.7725,rf,0.025856160786693158,0.11292808039334659,0.8
compas,0,42,3,239,3,"[35, 1, 0, 4, 1, 0, 1, 0, 1, 353]",1,1,"[43.33273347883203, 1.0, 0.0, 4.0, 1.0, 0.0, 1.0, 0.0, 0.0, 353.0]",0,True,False,64,212.638,0.7725,rf,0.11016187009613664,0.15508093504806833,0.8
compas,0,42,3,239,4,"[35, 1, 0, 4, 1, 0, 1, 0, 1, 353]",1,1,"[58.92149458428751, 1.0, 0.0, 3.4239665061046365, 1.0, 0.0, 1.0, 0.0, 1.0, 353.0]",0,True,False,64,211.941,0.7725,rf,0.02974858786497769,0.11487429393248885,0.8
compas,0,42,3,248,0,"[20, 1, 0, 2, 56, 0, 1, 0, 1, 56]",1,1,"[53.81354530806668, 1.0, 0.0, 1.930151891758722, 56.0, 0.0, 1.0, 0.0, 1.0, 56.0]",0,True,False,64,209.366,0.7725,rf,0.04130587897173723,0.12065293948586862,0.8
compas,0,42,3,248,1,"[20, 1, 0, 2, 56, 0, 1, 0, 1, 56]",1,1,"[52.12051389724091, 1.0, 0.0, 0.8156412394459274, 56.0, 0.0, 1.0, 0.0, 1.0, 56.0]",0,True,False,64,209.396,0.7725,rf,0.04035571717182348,0.12017785858591175,0.8
compas,0,42,3,248,2,"[20, 1, 0, 2, 56, 0, 1, 0, 1, 56]",1,1,"[59.43803092901997, 1.0, 0.0, 1.4255874116552603, 56.0, 0.0, 1.0, 0.0, 1.0, 56.0]",0,True,False,64,209.221,0.7725,rf,0.048669572257881294,0.12433478612894065,0.8
compas,0,42,3,248,3,"[20, 1, 0, 2, 56, 0, 1, 0, 1, 56]",1,1,"[52.84601221140668, 1.0, 0.0, 1.3795011789176526, 56.0, 0.0, 1.0, 0.0, 1.0, 56.0]",0,True,False,64,209.206,0.7725,rf,0.04067661127401733,0.12033830563700867,0.8
compas,0,42,3,248,4,"[20, 1, 0, 2, 56, 0, 1, 0, 1, 56]",1,1,"[54.330478722492394, 1.0, 0.0, 2.465187412931519, 56.0, 0.0, 1.0, 0.0, 1.0, 56.0]",0,True,False,64,210.381,0.7725,rf,0.04233162487938566,0.12116581243969284,0.8
compas,0,42,3,251,0,"[25, 1, 0, 15, 1, 0, 1, 1, 1, 2]",1,1,"[48.65834162464571, 1.0, 0.0, 5.029443658032821, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0]",0,True,False,64,212.196,0.7725,rf,0.0388221924695839,0.11941109623479196,0.8
